Stock market proxy (CRPS NYSE, Amex and Nasdaq value-weighted index of all listed shares - value weighted daily return)
DATE,vwretd
1952-12-12,0.002975
1952-12-15,0.001124
1952-12-16,-0.000240
1952-12-17,-0.001153
1952-12-18,0.000142
1952-12-19,0.004257
1952-12-22,0.004207
1952-12-23,-0.003418
1952-12-24,0.000650
1952-12-26,0.001313
1952-12-29,0.003496
1952-12-30,0.005127
1952-12-31,0.001074
1953-01-02,0.000837
1953-01-05,0.004582
1953-01-06,-0.005182
1953-01-07,-0.003096
1953-01-08,-0.000235
1953-01-09,-0.008587
1953-01-12,-0.006205
1953-01-13,0.005697
1953-01-14,0.000919
1953-01-15,0.001553
1953-01-16,-0.004278
1953-01-19,-0.000597
1953-01-20,0.004218
1953-01-21,-0.001071
1953-01-22,0.000631
1953-01-23,-0.001131
1953-01-26,-0.001556
1953-01-27,0.002010
1953-01-28,0.001913
1953-01-29,0.003168
1953-01-30,0.004929
1953-02-02,0.002028
1953-02-03,0.000563
1953-02-04,-0.001029
1953-02-05,-0.007965
1953-02-06,-0.008370
1953-02-09,-0.003610
1953-02-10,-0.001393
1953-02-11,0.001114
1953-02-13,0.004352
1953-02-16,-0.001522
1953-02-17,-0.004798
1953-02-18,0.000078
1953-02-19,0.002783
1953-02-20,0.001914
1953-02-24,0.006240
1953-02-25,0.006056
1953-02-26,0.002014
1953-02-27,-0.000000
1953-03-02,0.000709
1953-03-03,0.003623
1953-03-04,-0.008341
1953-03-05,0.000901
1953-03-06,0.003713
1953-03-09,0.000705
1953-03-10,0.001953
1953-03-11,0.006884
1953-03-12,-0.000038
1953-03-13,0.002504
1953-03-16,0.001789
1953-03-17,0.002882
1953-03-18,-0.000280
1953-03-19,0.000661
1953-03-20,-0.000679
1953-03-23,-0.005851
1953-03-24,0.005501
1953-03-25,-0.001435
1953-03-26,-0.004392
1953-03-27,0.002671
1953-03-30,-0.015214
1953-03-31,-0.011011
1953-04-01,0.000664
1953-04-02,-0.000300
1953-04-06,-0.021581
1953-04-07,0.002929
1953-04-08,0.007257
1953-04-09,-0.004071
1953-04-10,-0.001495
1953-04-13,-0.001843
1953-04-14,0.002774
1953-04-15,0.004967
1953-04-16,-0.002504
1953-04-17,-0.009594
1953-04-20,0.001898
1953-04-21,-0.001757
1953-04-22,-0.007484
1953-04-23,-0.011944
1953-04-24,0.000397
1953-04-27,0.004777
1953-04-28,0.004804
1953-04-29,0.005594
1953-04-30,-0.001158
1953-05-01,0.004042
1953-05-04,0.009221
1953-05-05,0.001126
1953-05-06,0.001679
1953-05-07,-0.004027
1953-05-08,0.002326
1953-05-11,0.000696
1953-05-12,-0.004645
1953-05-13,-0.000749
1953-05-14,0.004590
1953-05-15,0.000991
1953-05-18,-0.001838
1953-05-19,-0.001943
1953-05-20,0.009648
1953-05-21,0.003166
1953-05-22,-0.000095
1953-05-25,-0.001087
1953-05-26,-0.002850
1953-05-27,-0.007838
1953-05-28,-0.007132
1953-05-29,0.001781
1953-06-01,-0.014037
1953-06-02,0.001345
1953-06-03,-0.000132
1953-06-04,-0.008192
1953-06-05,0.002016
1953-06-08,-0.001994
1953-06-09,-0.019244
1953-06-10,-0.000791
1953-06-11,0.008583
1953-06-12,0.003376
1953-06-15,-0.008061
1953-06-16,-0.002942
1953-06-17,0.012491
1953-06-18,0.000295
1953-06-19,0.000177
1953-06-22,0.005219
1953-06-23,0.005772
1953-06-24,-0.000936
1953-06-25,0.004202
1953-06-26,-0.000414
1953-06-29,-0.001513
1953-06-30,-0.001135
1953-07-01,0.004031
1953-07-02,0.003446
1953-07-03,0.002719
1953-07-06,0.001310
1953-07-07,0.003591
1953-07-08,0.000481
1953-07-09,-0.003322
1953-07-10,-0.001202
1953-07-13,-0.009688
1953-07-14,-0.001179
1953-07-15,0.003057
1953-07-16,0.002282
1953-07-17,0.004921
1953-07-20,-0.004656
1953-07-21,-0.002373
1953-07-22,0.001082
1953-07-23,0.002149
1953-07-24,0.000443
1953-07-27,-0.005776
1953-07-28,0.000487
1953-07-29,0.005569
1953-07-30,0.009288
1953-07-31,0.008440
1953-08-03,0.003938
1953-08-04,-0.000197
1953-08-05,0.001739
1953-08-06,0.004061
1953-08-07,-0.000298
1953-08-10,-0.000735
1953-08-11,-0.000514
1953-08-12,0.004380
1953-08-13,-0.000008
1953-08-14,-0.003248
1953-08-17,-0.002387
1953-08-18,-0.004783
1953-08-19,-0.006180
1953-08-20,0.000488
1953-08-21,0.001461
1953-08-24,-0.011096
1953-08-25,-0.005326
1953-08-26,-0.002624
1953-08-27,-0.004144
1953-08-28,-0.002177
1953-08-31,-0.017442
1953-09-01,0.004224
1953-09-02,0.006494
1953-09-03,-0.002332
1953-09-04,0.002886
1953-09-08,0.002177
1953-09-09,0.000418
1953-09-10,-0.008640
1953-09-11,-0.014051
1953-09-14,-0.018393
1953-09-15,0.007389
1953-09-16,0.007382
1953-09-17,0.000652
1953-09-18,-0.005818
1953-09-21,-0.002360
1953-09-22,0.013332
1953-09-23,0.003651
1953-09-24,0.000125
1953-09-25,0.002845
1953-09-28,0.006013
1953-09-29,0.001087
1953-09-30,-0.003498
1953-10-01,0.006061
1953-10-02,0.003876
1953-10-05,-0.003937
1953-10-06,-0.005086
1953-10-07,0.007347
1953-10-08,0.002231
1953-10-09,0.000734
1953-10-13,-0.001952
1953-10-14,0.004420
1953-10-15,0.011869
1953-10-16,0.006318
1953-10-19,0.001682
1953-10-20,0.000657
1953-10-21,0.000370
1953-10-22,0.003243
1953-10-23,0.001187
1953-10-26,-0.002453
1953-10-27,-0.002838
1953-10-28,0.002280
1953-10-29,0.010157
1953-10-30,0.000548
1953-11-02,0.004231
1953-11-04,0.001073
1953-11-05,0.007037
1953-11-06,0.000608
1953-11-09,-0.000824
1953-11-10,-0.005427
1953-11-12,0.003000
1953-11-13,0.002455
1953-11-16,-0.005587
1953-11-17,-0.003963
1953-11-18,0.002348
1953-11-19,0.004445
1953-11-20,0.000526
1953-11-23,-0.001550
1953-11-24,0.005198
1953-11-25,0.002742
1953-11-27,0.006418
1953-11-30,0.005678
1953-12-01,0.001114
1953-12-02,0.006431
1953-12-03,0.001987
1953-12-04,-0.000954
1953-12-07,-0.001844
1953-12-08,-0.003605
1953-12-09,-0.000214
1953-12-10,-0.001456
1953-12-11,-0.000056
1953-12-14,-0.002243
1953-12-15,-0.000107
1953-12-16,0.008965
1953-12-17,-0.000597
1953-12-18,0.002726
1953-12-21,-0.001729
1953-12-22,-0.007928
1953-12-23,-0.000777
1953-12-24,0.003920
1953-12-28,-0.004364
1953-12-29,-0.006565
1953-12-30,0.006746
1953-12-31,0.001380
1954-01-04,0.007486
1954-01-05,0.006626
1954-01-06,0.002041
1954-01-07,-0.003193
1954-01-08,-0.003751
1954-01-11,-0.005112
1954-01-12,0.005082
1954-01-13,0.005278
1954-01-14,0.004556
1954-01-15,0.009077
1954-01-18,0.000767
1954-01-19,0.007189
1954-01-20,0.002744
1954-01-21,-0.000208
1954-01-22,0.002418
1954-01-25,0.003653
1954-01-26,0.007297
1954-01-27,-0.002574
1954-01-28,0.000356
1954-01-29,0.001941
1954-02-01,-0.002138
1954-02-02,-0.001272
1954-02-03,0.005744
1954-02-04,0.006826
1954-02-05,0.003619
1954-02-08,-0.000171
1954-02-09,0.000357
1954-02-10,-0.001419
1954-02-11,-0.001263
1954-02-12,0.003202
1954-02-15,-0.003233
1954-02-16,-0.007922
1954-02-17,0.002705
1954-02-18,0.004887
1954-02-19,-0.001188
1954-02-23,-0.003413
1954-02-24,-0.000632
1954-02-25,0.004240
1954-02-26,0.008666
1954-03-01,0.005212
1954-03-02,0.002591
1954-03-03,0.000197
1954-03-04,0.002394
1954-03-05,0.004215
1954-03-08,-0.002156
1954-03-09,0.002113
1954-03-10,0.003071
1954-03-11,0.004815
1954-03-12,-0.000937
1954-03-15,-0.003183
1954-03-16,0.000200
1954-03-17,0.001180
1954-03-18,0.005163
1954-03-19,0.003888
1954-03-22,-0.000548
1954-03-23,-0.006985
1954-03-24,-0.004631
1954-03-25,-0.000910
1954-03-26,0.006264
1954-03-29,0.004065
1954-03-30,0.003098
1954-03-31,0.007864
1954-04-01,0.007280
1954-04-02,0.000821
1954-04-05,0.000673
1954-04-06,-0.009048
1954-04-07,0.005627
1954-04-08,0.007257
1954-04-09,0.004392
1954-04-12,-0.000522
1954-04-13,0.001915
1954-04-14,0.007044
1954-04-15,0.003894
1954-04-19,-0.005333
1954-04-20,0.000392
1954-04-21,-0.000917
1954-04-22,0.002085
1954-04-23,0.004028
1954-04-26,0.001158
1954-04-27,-0.004148
1954-04-28,0.002295
1954-04-29,0.012299
1954-04-30,0.001266
1954-05-03,-0.001226
1954-05-04,0.001294
1954-05-05,-0.000474
1954-05-06,0.005254
1954-05-07,0.003973
1954-05-10,0.000842
1954-05-11,-0.003441
1954-05-12,0.007607
1954-05-13,-0.002552
1954-05-14,0.005132
1954-05-17,0.002242
1954-05-18,0.001664
1954-05-19,-0.001975
1954-05-20,0.003413
1954-05-21,0.005137
1954-05-24,0.000549
1954-05-25,-0.002293
1954-05-26,0.005521
1954-05-27,-0.001983
1954-05-28,0.002788
1954-06-01,0.001959
1954-06-02,-0.001673
1954-06-03,0.000994
1954-06-04,-0.001799
1954-06-07,-0.001423
1954-06-08,-0.020504
1954-06-09,-0.004551
1954-06-10,0.005651
1954-06-11,0.006636
1954-06-14,0.000570
1954-06-15,0.007391
1954-06-16,0.007408
1954-06-17,-0.000863
1954-06-18,0.000455
1954-06-21,0.001573
1954-06-22,0.000950
1954-06-23,0.001909
1954-06-24,0.005861
1954-06-25,0.000883
1954-06-28,0.006055
1954-06-29,0.000102
1954-06-30,-0.005604
1954-07-01,0.000206
1954-07-02,0.009865
1954-07-06,0.008710
1954-07-07,0.000440
1954-07-08,-0.001361
1954-07-09,0.004793
1954-07-12,0.001028
1954-07-13,-0.002616
1954-07-14,0.002577
1954-07-15,0.003088
1954-07-16,-0.003754
1954-07-19,-0.003065
1954-07-20,-0.002567
1954-07-21,0.007430
1954-07-22,0.008009
1954-07-23,0.001868
1954-07-26,0.000209
1954-07-27,0.004354
1954-07-28,0.002367
1954-07-29,0.003769
1954-07-30,0.004336
1954-08-02,0.002731
1954-08-03,0.002719
1954-08-04,0.000241
1954-08-05,-0.001773
1954-08-06,-0.012185
1954-08-09,-0.004163
1954-08-10,0.008443
1954-08-11,0.008581
1954-08-12,-0.001628
1954-08-13,0.002882
1954-08-16,0.007280
1954-08-17,-0.000092
1954-08-18,0.000897
1954-08-19,0.002664
1954-08-20,0.001266
1954-08-23,-0.006535
1954-08-24,-0.003522
1954-08-25,-0.006017
1954-08-26,-0.002851
1954-08-27,0.002421
1954-08-30,-0.009349
1954-08-31,-0.014762
1954-09-01,0.008313
1954-09-02,0.006584
1954-09-03,0.006393
1954-09-07,0.004724
1954-09-08,0.001143
1954-09-09,0.002216
1954-09-10,0.003512
1954-09-13,0.006444
1954-09-14,0.003172
1954-09-15,-0.001369
1954-09-16,0.003568
1954-09-17,0.006297
1954-09-20,-0.003680
1954-09-21,0.005565
1954-09-22,0.005879
1954-09-23,0.004028
1954-09-24,0.005117
1954-09-27,0.001996
1954-09-28,0.001086
1954-09-29,-0.003983
1954-09-30,-0.004082
1954-10-01,0.001079
1954-10-04,0.004854
1954-10-05,0.003384
1954-10-06,0.002346
1954-10-07,-0.001973
1954-10-08,-0.000262
1954-10-11,-0.006351
1954-10-12,-0.003615
1954-10-13,-0.000399
1954-10-14,-0.011623
1954-10-15,-0.003123
1954-10-18,0.003148
1954-10-19,0.003229
1954-10-20,0.006287
1954-10-21,0.001443
1954-10-22,0.001129
1954-10-25,-0.005859
1954-10-26,-0.000564
1954-10-27,-0.000045
1954-10-28,-0.002282
1954-10-29,-0.006906
1954-11-01,0.004561
1954-11-03,0.020054
1954-11-04,0.010448
1954-11-05,-0.000368
1954-11-08,0.008884
1954-11-09,0.003845
1954-11-10,0.003520
1954-11-11,0.007384
1954-11-12,0.002927
1954-11-15,-0.000694
1954-11-16,0.004996
1954-11-17,0.003612
1954-11-18,-0.004675
1954-11-19,0.003222
1954-11-22,0.005640
1954-11-23,0.011761
1954-11-24,0.002892
1954-11-26,0.007324
1954-11-29,0.002708
1954-11-30,-0.006094
1954-12-01,-0.004843
1954-12-02,0.006822
1954-12-03,0.009232
1954-12-06,0.007234
1954-12-07,0.002382
1954-12-08,-0.000119
1954-12-09,-0.003559
1954-12-10,-0.001718
1954-12-13,-0.001271
1954-12-14,-0.006875
1954-12-15,0.004150
1954-12-16,0.009551
1954-12-17,0.006119
1954-12-20,0.007255
1954-12-21,0.001565
1954-12-22,-0.000251
1954-12-23,0.001050
1954-12-27,-0.006616
1954-12-28,0.009204
1954-12-29,0.008248
1954-12-30,0.000803
1954-12-31,0.006020
1955-01-03,0.010733
1955-01-04,-0.004141
1955-01-05,-0.021294
1955-01-06,-0.013627
1955-01-07,0.011262
1955-01-10,0.014542
1955-01-11,-0.001949
1955-01-12,-0.002246
1955-01-13,-0.004848
1955-01-14,-0.003704
1955-01-17,-0.018908
1955-01-18,0.006712
1955-01-19,0.004906
1955-01-20,0.002595
1955-01-21,0.006605
1955-01-24,0.001359
1955-01-25,-0.000964
1955-01-26,0.007186
1955-01-27,0.001749
1955-01-28,0.004104
1955-01-31,0.007646
1955-02-01,0.004291
1955-02-02,-0.000980
1955-02-03,-0.001017
1955-02-04,0.010233
1955-02-07,0.002893
1955-02-08,-0.008025
1955-02-09,0.010616
1955-02-10,0.007919
1955-02-11,0.001743
1955-02-14,-0.002413
1955-02-15,0.003296
1955-02-16,-0.002542
1955-02-17,0.001317
1955-02-18,0.002881
1955-02-21,0.000775
1955-02-23,0.000804
1955-02-24,-0.005102
1955-02-25,-0.000869
1955-02-28,0.005261
1955-03-01,0.003270
1955-03-02,0.008214
1955-03-03,0.002605
1955-03-04,0.003783
1955-03-07,-0.003843
1955-03-08,-0.018457
1955-03-09,-0.012130
1955-03-10,0.007848
1955-03-11,-0.015481
1955-03-14,-0.024246
1955-03-15,0.019374
1955-03-16,0.009450
1955-03-17,0.004178
1955-03-18,0.001459
1955-03-21,-0.005392
1955-03-22,0.005262
1955-03-23,0.011897
1955-03-24,0.008564
1955-03-25,0.002655
1955-03-28,-0.003362
1955-03-29,0.000917
1955-03-30,-0.008835
1955-03-31,0.002272
1955-04-01,0.008241
1955-04-04,-0.001406
1955-04-05,0.003902
1955-04-06,0.001800
1955-04-07,0.004118
1955-04-11,0.002146
1955-04-12,0.004601
1955-04-13,0.002724
1955-04-14,0.000830
1955-04-15,0.004140
1955-04-18,0.005853
1955-04-19,-0.001459
1955-04-20,0.001806
1955-04-21,-0.000611
1955-04-22,-0.007203
1955-04-25,0.002700
1955-04-26,0.005661
1955-04-27,-0.003834
1955-04-28,-0.008187
1955-04-29,0.006203
1955-05-02,0.001239
1955-05-03,-0.008328
1955-05-04,0.001270
1955-05-05,0.004813
1955-05-06,0.003028
1955-05-09,0.001206
1955-05-10,-0.002041
1955-05-11,-0.009267
1955-05-12,-0.005641
1955-05-13,0.005767
1955-05-16,-0.010162
1955-05-17,-0.000359
1955-05-18,0.007876
1955-05-19,0.006959
1955-05-20,0.006636
1955-05-23,-0.006355
1955-05-24,0.001202
1955-05-25,0.005129
1955-05-26,0.007330
1955-05-27,0.001626
1955-05-31,0.000496
1955-06-01,0.001683
1955-06-02,0.003036
1955-06-03,0.006440
1955-06-06,0.005407
1955-06-07,0.006881
1955-06-08,0.005540
1955-06-09,-0.005137
1955-06-10,0.005023
1955-06-13,0.008898
1955-06-14,-0.000133
1955-06-15,0.006805
1955-06-16,0.001581
1955-06-17,0.002795
1955-06-20,0.002306
1955-06-21,0.004597
1955-06-22,0.001937
1955-06-23,0.001175
1955-06-24,0.001131
1955-06-27,0.000865
1955-06-28,-0.003407
1955-06-29,0.001288
1955-06-30,0.005528
1955-07-01,0.004130
1955-07-05,0.009173
1955-07-06,0.011858
1955-07-07,-0.013942
1955-07-08,-0.000819
1955-07-11,0.004663
1955-07-12,-0.001372
1955-07-13,-0.009385
1955-07-14,0.002142
1955-07-15,0.004214
1955-07-18,-0.001474
1955-07-19,-0.005794
1955-07-20,0.002366
1955-07-21,0.007693
1955-07-22,0.007210
1955-07-25,0.004782
1955-07-26,0.000000
1955-07-27,0.000673
1955-07-28,-0.004668
1955-07-29,-0.001225
1955-08-01,-0.011267
1955-08-02,0.001162
1955-08-03,0.002168
1955-08-04,-0.012403
1955-08-05,0.005278
1955-08-08,-0.004914
1955-08-09,-0.010486
1955-08-10,0.001481
1955-08-11,0.008602
1955-08-12,0.002849
1955-08-15,-0.001377
1955-08-16,-0.004905
1955-08-17,-0.000325
1955-08-18,0.000112
1955-08-19,0.001563
1955-08-22,-0.001072
1955-08-23,0.009283
1955-08-24,0.003976
1955-08-25,0.005096
1955-08-26,0.003905
1955-08-29,0.000793
1955-08-30,0.000214
1955-08-31,0.004885
1955-09-01,0.003011
1955-09-02,0.004472
1955-09-06,0.005693
1955-09-07,0.000450
1955-09-08,0.001981
1955-09-09,0.001371
1955-09-12,0.004764
1955-09-13,0.006213
1955-09-14,0.002186
1955-09-15,-0.001175
1955-09-16,0.004375
1955-09-19,0.000242
1955-09-20,-0.000207
1955-09-21,0.004352
1955-09-22,0.000538
1955-09-23,0.003979
1955-09-26,-0.065377
1955-09-27,0.021729
1955-09-28,0.012898
1955-09-29,-0.005908
1955-09-30,-0.004989
1955-10-03,-0.022472
1955-10-04,0.004895
1955-10-05,0.004972
1955-10-06,-0.004147
1955-10-07,-0.007883
1955-10-10,-0.025940
1955-10-11,-0.006856
1955-10-12,0.014023
1955-10-13,-0.001286
1955-10-14,-0.001561
1955-10-17,0.003202
1955-10-18,0.004265
1955-10-19,0.008269
1955-10-20,0.009368
1955-10-21,0.001082
1955-10-24,0.005730
1955-10-25,-0.004698
1955-10-26,-0.005925
1955-10-27,-0.002152
1955-10-28,0.002706
1955-10-31,-0.000789
1955-11-01,0.000284
1955-11-02,0.002120
1955-11-03,0.014102
1955-11-04,0.013395
1955-11-07,0.005899
1955-11-09,0.008309
1955-11-10,-0.001162
1955-11-11,0.007901
1955-11-14,0.014525
1955-11-15,0.001560
1955-11-16,-0.002190
1955-11-17,-0.003876
1955-11-18,-0.001650
1955-11-21,-0.005818
1955-11-22,0.008532
1955-11-23,0.002842
1955-11-25,0.003510
1955-11-28,-0.003928
1955-11-29,0.003386
1955-11-30,0.002398
1955-12-01,-0.001559
1955-12-02,0.002764
1955-12-05,0.005238
1955-12-06,0.001097
1955-12-07,-0.001083
1955-12-08,0.004771
1955-12-09,0.000594
1955-12-12,-0.006787
1955-12-13,0.000265
1955-12-14,-0.006286
1955-12-15,0.000244
1955-12-16,0.003058
1955-12-19,-0.000956
1955-12-20,-0.000805
1955-12-21,0.008231
1955-12-22,0.002200
1955-12-23,0.001653
1955-12-27,-0.002607
1955-12-28,-0.002335
1955-12-29,0.000660
1955-12-30,0.008297
1956-01-03,-0.006372
1956-01-04,-0.005212
1956-01-05,0.001372
1956-01-06,0.004586
1956-01-09,-0.012428
1956-01-10,-0.007456
1956-01-11,0.006436
1956-01-12,0.006107
1956-01-13,-0.000369
1956-01-16,-0.010033
1956-01-17,0.004729
1956-01-18,-0.007991
1956-01-19,-0.010172
1956-01-20,-0.007069
1956-01-23,-0.003595
1956-01-24,0.012855
1956-01-25,0.003708
1956-01-26,-0.005218
1956-01-27,-0.002264
1956-01-30,0.002153
1956-01-31,0.008214
1956-02-01,0.005840
1956-02-02,0.002094
1956-02-03,0.009046
1956-02-06,-0.000015
1956-02-07,-0.001924
1956-02-08,-0.010014
1956-02-09,-0.009901
1956-02-10,0.002918
1956-02-13,-0.000877
1956-02-14,-0.003743
1956-02-15,0.011747
1956-02-16,-0.001519
1956-02-17,0.014413
1956-02-20,0.000929
1956-02-21,0.001879
1956-02-23,0.010793
1956-02-24,0.006811
1956-02-27,-0.000412
1956-02-28,0.003857
1956-02-29,-0.002486
1956-03-01,0.005991
1956-03-02,0.007450
1956-03-05,0.006467
1956-03-06,-0.000809
1956-03-07,0.000048
1956-03-08,0.003895
1956-03-09,0.011637
1956-03-12,0.007551
1956-03-13,-0.000380
1956-03-14,0.006227
1956-03-15,0.006018
1956-03-16,0.000699
1956-03-19,0.005956
1956-03-20,0.002436
1956-03-21,-0.008728
1956-03-22,0.006071
1956-03-23,0.004454
1956-03-26,0.000380
1956-03-27,-0.005446
1956-03-28,0.003784
1956-03-29,0.002582
1956-04-02,0.006847
1956-04-03,-0.002665
1956-04-04,0.002737
1956-04-05,-0.004198
1956-04-06,0.005155
1956-04-09,-0.004904
1956-04-10,-0.013261
1956-04-11,0.007866
1956-04-12,-0.005467
1956-04-13,0.000585
1956-04-16,-0.000172
1956-04-17,-0.000445
1956-04-18,-0.001845
1956-04-19,-0.003491
1956-04-20,0.004815
1956-04-23,-0.000243
1956-04-24,-0.008034
1956-04-25,-0.002514
1956-04-26,0.007906
1956-04-27,0.009768
1956-04-30,0.006976
1956-05-01,-0.002851
1956-05-02,0.000708
1956-05-03,0.004349
1956-05-04,0.005535
1956-05-07,-0.002969
1956-05-08,-0.002889
1956-05-09,0.000255
1956-05-10,-0.013478
1956-05-11,0.001934
1956-05-14,-0.010827
1956-05-15,-0.005332
1956-05-16,-0.001328
1956-05-17,0.007439
1956-05-18,-0.002382
1956-05-21,-0.010434
1956-05-22,-0.012377
1956-05-23,-0.003956
1956-05-24,-0.012966
1956-05-25,0.000220
1956-05-28,-0.012018
1956-05-29,0.022511
1956-05-31,0.000913
1956-06-01,0.004924
1956-06-04,0.004635
1956-06-05,0.000948
1956-06-06,-0.003313
1956-06-07,0.006087
1956-06-08,-0.017661
1956-06-11,0.011998
1956-06-12,0.012879
1956-06-13,0.002619
1956-06-14,-0.002263
1956-06-15,0.002071
1956-06-18,-0.005816
1956-06-19,0.003385
1956-06-20,0.002815
1956-06-21,0.004969
1956-06-22,-0.000900
1956-06-25,-0.004188
1956-06-26,0.005892
1956-06-27,0.006093
1956-06-28,0.001521
1956-06-29,0.000465
1956-07-02,0.000465
1956-07-03,0.006052
1956-07-05,0.008156
1956-07-06,0.004593
1956-07-09,0.003773
1956-07-10,0.004336
1956-07-11,0.002525
1956-07-12,-0.002155
1956-07-13,0.004743
1956-07-16,0.006859
1956-07-17,0.003836
1956-07-18,-0.000802
1956-07-19,0.000204
1956-07-20,0.002226
1956-07-23,0.000737
1956-07-24,-0.000896
1956-07-25,0.001980
1956-07-26,0.002246
1956-07-27,-0.006517
1956-07-30,0.000208
1956-07-31,0.007164
1956-08-01,0.001644
1956-08-02,0.005216
1956-08-03,-0.001369
1956-08-06,-0.014074
1956-08-07,0.007595
1956-08-08,0.006141
1956-08-09,0.001011
1956-08-10,-0.004184
1956-08-13,-0.007618
1956-08-14,0.003703
1956-08-15,-0.000197
1956-08-16,-0.000775
1956-08-17,-0.000051
1956-08-20,-0.009352
1956-08-21,-0.010718
1956-08-22,-0.004240
1956-08-23,0.008396
1956-08-24,0.000767
1956-08-27,-0.005405
1956-08-28,-0.003517
1956-08-29,-0.004109
1956-08-30,-0.009306
1956-08-31,0.010529
1956-09-04,0.007663
1956-09-05,0.003724
1956-09-06,0.001182
1956-09-07,-0.005303
1956-09-10,-0.003996
1956-09-11,-0.006353
1956-09-12,-0.005309
1956-09-13,-0.001524
1956-09-14,0.004224
1956-09-17,-0.001941
1956-09-18,-0.007856
1956-09-19,-0.009317
1956-09-20,-0.002643
1956-09-21,0.007188
1956-09-24,-0.005240
1956-09-25,-0.013827
1956-09-26,-0.000414
1956-09-27,-0.004226
1956-09-28,-0.006644
1956-10-01,-0.015228
1956-10-02,0.017467
1956-10-03,0.014971
1956-10-04,-0.000457
1956-10-05,0.003697
1956-10-08,0.000243
1956-10-09,-0.004545
1956-10-10,0.010565
1956-10-11,0.001698
1956-10-12,0.002667
1956-10-15,0.000240
1956-10-16,-0.003768
1956-10-17,-0.006954
1956-10-18,0.001703
1956-10-19,-0.000198
1956-10-22,-0.002027
1956-10-23,-0.000595
1956-10-24,-0.003869
1956-10-25,-0.003010
1956-10-26,0.008915
1956-10-29,0.001789
1956-10-30,-0.001765
1956-10-31,-0.013561
1956-11-01,0.017693
1956-11-02,0.008260
1956-11-05,0.013897
1956-11-07,-0.006061
1956-11-08,-0.007128
1956-11-09,-0.004695
1956-11-12,0.005046
1956-11-13,-0.000068
1956-11-14,-0.006498
1956-11-15,-0.005194
1956-11-16,-0.000694
1956-11-19,-0.010316
1956-11-20,-0.005936
